################################################################################################
### CosmicWatch: The Desktop Muon Detector
### Device ID: Tsung-DaoLee
### Launch time: 1:08:25 3/1/2019
### Questions? Email Spencer N. Axani (saxani@mit.edu)
### Event Time Date TimeStamp[ms] ADC1 ADC2 SiPM[mV] Temp[C] Pressure[Pa] DeadTime[us] Coincident
################################################################################################
1	1:08:26	3/1/2019 	758	114.00	6.00	6.97	30.09	100967.38	101262	0	
2	1:08:27	3/1/2019 	1779	906.00	98.00	29.63	30.09	100968.62	56603	0	
3	1:08:27	3/1/2019 	1905	915.00	105.00	30.98	30.09	100968.62	1857	0	
4	1:08:28	3/1/2019 	2254	948.00	316.00	59.76	30.09	100968.95	1853	0	
5	1:08:28	3/1/2019 	2303	954.00	462.00	82.34	30.09	100968.95	1849	0	
6	1:08:28	3/1/2019 	2428	606.00	9.00	14.10	30.09	100969.11	1848	0	
7	1:08:28	3/1/2019 	2463	156.00	6.00	8.17	30.09	100969.11	1847	0	
8	1:08:29	3/1/2019 	3183	686.00	16.00	16.75	30.09	100969.44	52480	0	
9	1:08:29	3/1/2019 	3306	847.00	59.00	23.52	30.09	100969.44	1847	0	
10	1:08:29	3/1/2019 	3553	889.00	78.00	26.11	30.09	100969.92	54481	0	
11	1:08:30	3/1/2019 	4022	561.00	7.00	13.25	30.09	100970.25	1848	0	
12	1:08:30	3/1/2019 	4160	65.00	4.00	5.92	30.09	100970.25	1847	0	
13	1:08:30	3/1/2019 	4604	57.00	5.00	5.88	30.09	100970.56	52478	0	
14	1:08:30	3/1/2019 	4955	706.00	18.00	17.44	30.09	100971.33	1846	0	
15	1:08:31	3/1/2019 	5624	132.00	6.00	7.49	30.09	100971.05	52481	0	
16	1:08:31	3/1/2019 	5676	950.00	165.00	41.49	30.09	100971.05	1847	0	
17	1:08:31	3/1/2019 	5692	93.00	6.00	6.41	30.09	100971.05	3849	0	
18	1:08:32	3/1/2019 	6396	706.00	18.00	17.44	30.09	100971.22	1846	0	
19	1:08:32	3/1/2019 	6720	411.00	6.00	12.06	30.09	100971.38	52483	0	
20	1:08:33	3/1/2019 	7187	60.00	6.00	5.89	30.09	100971.98	1847	0	
21	1:08:33	3/1/2019 	7307	68.00	5.00	5.95	30.09	100971.98	1847	0	
22	1:08:33	3/1/2019 	7702	106.00	6.00	6.75	30.09	100972.30	52482	0	
23	1:08:34	3/1/2019 	8090	821.00	47.00	22.24	30.09	100972.47	1846	0	
24	1:08:34	3/1/2019 	8369	84.00	5.00	6.21	30.09	100972.47	1848	0	
25	1:08:34	3/1/2019 	8573	86.00	5.00	6.25	30.09	100972.47	54460	0	
26	1:08:34	3/1/2019 	8667	62.00	5.00	5.90	30.09	100972.47	1847	0	
27	1:08:34	3/1/2019 	8818	564.00	8.00	13.43	30.09	100972.47	1847	0	
28	1:08:35	3/1/2019 	9854	190.00	6.00	9.05	30.09	100972.62	52482	0	
29	1:08:36	3/1/2019 	10432	654.00	12.00	15.37	30.09	100972.80	2603	0	
30	1:08:36	3/1/2019 	10492	683.00	14.00	16.20	30.09	100972.80	1849	0	
31	1:08:36	3/1/2019 	10716	951.00	188.00	44.23	30.09	100972.95	52482	0	
32	1:08:36	3/1/2019 	10891	922.00	120.00	33.92	30.09	100972.95	3966	0	
33	1:08:37	3/1/2019 	11041	945.00	151.00	39.45	30.09	100972.95	1848	0	
34	1:08:37	3/1/2019 	11104	713.00	20.00	17.97	30.09	100972.95	1850	0	
35	1:08:37	3/1/2019 	11952	55.00	5.00	5.88	30.09	100973.28	52479	0	
36	1:08:38	3/1/2019 	12119	130.00	6.00	7.43	30.09	100973.44	1847	0	
37	1:08:38	3/1/2019 	12479	134.00	5.00	7.54	30.09	100973.44	1847	0	
38	1:08:38	3/1/2019 	12702	459.00	7.00	12.46	30.09	100973.60	52479	0	
39	1:08:39	3/1/2019 	13064	696.00	16.00	16.85	30.09	100973.77	3825	0	
40	1:08:39	3/1/2019 	13491	56.00	5.00	5.88	30.09	100973.77	1847	0	
41	1:08:39	3/1/2019 	13739	70.00	5.00	5.97	30.09	100973.92	52480	0	
42	1:08:40	3/1/2019 	14028	201.00	6.00	9.30	30.09	100973.92	1846	0	
43	1:08:40	3/1/2019 	14348	89.00	6.00	6.32	30.09	100974.09	1847	0	
44	1:08:41	3/1/2019 	15260	739.00	25.00	19.19	30.09	100974.25	52480	0	
45	1:08:41	3/1/2019 	15671	754.00	31.00	20.24	30.09	100974.09	52481	0	
46	1:08:41	3/1/2019 	15821	100.00	5.00	6.59	30.09	100974.09	1849	0	
47	1:08:42	3/1/2019 	16137	108.00	6.00	6.80	30.09	100974.09	3823	0	
48	1:08:44	3/1/2019 	18006	57.00	6.00	5.88	30.09	100974.25	103113	0	
49	1:08:44	3/1/2019 	18008	955.00	560.00	96.36	30.09	100974.25	1847	0	
50	1:08:44	3/1/2019 	18059	421.00	6.00	12.13	30.09	100974.25	1847	0	
51	1:08:44	3/1/2019 	18329	93.00	6.00	6.41	30.09	100974.41	1847	0	
52	1:08:44	3/1/2019 	18771	82.00	6.00	6.17	30.09	100974.41	52480	0	
53	1:08:45	3/1/2019 	19008	564.00	8.00	13.43	30.09	100974.41	1846	0	
54	1:08:46	3/1/2019 	20612	746.00	30.00	20.05	30.09	100974.73	105091	0	
55	1:08:46	3/1/2019 	20670	165.00	5.00	8.41	30.09	100974.73	2600	0	
56	1:08:47	3/1/2019 	21328	78.00	6.00	6.10	30.09	100974.73	1847	0	
57	1:08:47	3/1/2019 	21408	101.00	5.00	6.61	30.09	100974.73	1847	0	
58	1:08:47	3/1/2019 	21410	148.00	6.00	7.95	30.09	100974.73	1847	0	
59	1:08:47	3/1/2019 	21976	855.00	60.00	23.64	30.09	100974.58	52481	0	
60	1:08:48	3/1/2019 	22072	92.00	5.00	6.39	30.09	100974.58	1848	0	
61	1:08:48	3/1/2019 	22211	169.00	6.00	8.52	30.09	100974.58	3964	0	
62	1:08:48	3/1/2019 	22236	184.00	6.00	8.90	30.09	100974.58	1846	0	
63	1:08:48	3/1/2019 	22556	75.00	6.00	6.05	30.09	100974.58	52479	0	
64	1:08:49	3/1/2019 	23055	708.00	20.00	17.93	30.09	100974.58	1846	0	
65	1:08:49	3/1/2019 	23183	950.00	331.00	62.43	30.09	100974.58	1850	1	
66	1:08:49	3/1/2019 	23315	103.00	6.00	6.67	30.09	100974.58	1848	0	
67	1:08:49	3/1/2019 	23425	797.00	44.00	21.90	30.09	100974.58	1847	0	
68	1:08:49	3/1/2019 	23440	947.00	134.00	36.57	30.09	100974.58	1849	0	
69	1:08:49	3/1/2019 	23614	146.00	5.00	7.89	30.09	100974.58	54513	0	
70	1:08:49	3/1/2019 	23738	363.00	6.00	11.68	30.09	100974.58	1848	0	
71	1:08:49	3/1/2019 	23787	350.00	6.00	11.56	30.09	100974.58	1847	0	
72	1:08:50	3/1/2019 	24376	914.00	107.00	31.37	30.09	100974.73	1847	0	
73	1:08:50	3/1/2019 	24418	305.00	6.00	11.05	30.09	100974.73	1849	0	
74	1:08:50	3/1/2019 	24585	149.00	6.00	7.98	30.09	100974.73	52480	0	
75	1:08:51	3/1/2019 	25221	734.00	24.00	18.97	30.09	100974.91	1846	0	
76	1:08:51	3/1/2019 	25626	243.00	6.00	10.13	30.09	100974.91	54460	0	
77	1:08:51	3/1/2019 	25706	173.00	6.00	8.63	30.09	100974.91	1846	0	
78	1:08:51	3/1/2019 	25822	337.00	6.00	11.42	30.09	100974.91	1847	0	
79	1:08:53	3/1/2019 	27690	946.00	343.00	64.60	30.09	100975.06	103118	0	
80	1:08:53	3/1/2019 	27779	672.00	13.00	15.82	30.09	100975.06	1850	0	
81	1:08:54	3/1/2019 	28041	154.00	5.00	8.11	30.09	100975.06	1847	0	
82	1:08:54	3/1/2019 	28194	82.00	5.00	6.17	30.09	100975.06	1848	0	
83	1:08:54	3/1/2019 	28448	61.00	5.00	5.89	30.09	100974.91	3823	0	
84	1:08:54	3/1/2019 	28969	69.00	6.00	5.96	30.09	100974.91	52482	0	
85	1:08:55	3/1/2019 	29154	732.00	24.00	18.96	30.09	100974.91	1848	0	
86	1:08:55	3/1/2019 	29276	73.00	5.00	6.01	30.09	100974.91	1848	0	
87	1:08:55	3/1/2019 	29303	717.00	20.00	18.01	30.09	100974.91	1848	0	
88	1:08:55	3/1/2019 	29977	258.00	6.00	10.38	30.09	100974.47	52481	0	
89	1:08:56	3/1/2019 	30089	943.00	170.00	42.14	30.09	100974.47	2598	0	
90	1:08:56	3/1/2019 	30493	793.00	40.00	21.48	30.09	100975.06	3965	0	
91	1:08:56	3/1/2019 	30557	725.00	22.00	18.51	30.09	100975.06	52485	0	
92	1:08:57	3/1/2019 	31029	87.00	6.00	6.28	30.09	100975.06	1848	0	
93	1:08:57	3/1/2019 	31304	669.00	13.00	15.79	30.09	100974.62	1850	0	
94	1:08:57	3/1/2019 	31424	118.00	6.00	7.09	30.09	100974.62	1856	0	
95	1:08:57	3/1/2019 	31683	951.00	165.00	41.49	30.09	100974.62	52486	0	
96	1:08:58	3/1/2019 	32310	116.00	5.00	7.03	30.09	100974.95	1853	0	
97	1:08:58	3/1/2019 	32401	424.00	6.00	12.15	30.09	100974.95	1849	0	
98	1:08:58	3/1/2019 	32648	170.00	6.00	8.55	30.09	100974.95	54457	0	
99	1:08:58	3/1/2019 	32651	955.00	391.00	72.94	30.09	100974.95	1847	0	
100	1:08:58	3/1/2019 	32736	108.00	1.00	6.79	30.09	100974.95	1848	0	
101	1:08:58	3/1/2019 	32867	198.00	5.00	9.22	30.09	100975.11	1835	0	
102	1:08:58	3/1/2019 	32968	880.00	79.00	26.25	30.09	100975.11	1847	0	
103	1:08:59	3/1/2019 	33226	951.00	598.00	104.34	30.09	100975.11	1849	0	
104	1:08:59	3/1/2019 	33462	732.00	24.00	18.96	30.09	100975.27	1850	0	
105	1:08:59	3/1/2019 	33796	714.00	20.00	17.98	30.09	100975.27	54461	0	
106	1:09:00	3/1/2019 	34313	431.00	6.00	12.20	30.09	100975.27	1848	0	
107	1:09:00	3/1/2019 	34372	464.00	6.00	12.40	30.09	100975.27	1847	0	
108	1:09:00	3/1/2019 	34844	108.00	5.00	6.80	30.09	100975.44	52480	0	
109	1:09:01	3/1/2019 	35079	136.00	6.00	7.61	30.09	100975.44	1847	0	
110	1:09:01	3/1/2019 	35082	686.00	15.00	16.49	30.09	100975.44	1847	0	
111	1:09:01	3/1/2019 	35469	145.00	6.00	7.87	30.09	100975.44	1848	0	
112	1:09:02	3/1/2019 	36010	949.00	151.00	39.45	30.09	100975.44	54458	0	
113	1:09:02	3/1/2019 	36129	956.00	706.00	127.32	30.09	100975.44	1850	0	
114	1:09:02	3/1/2019 	36487	320.00	6.00	11.23	30.09	100975.27	1849	0	
115	1:09:02	3/1/2019 	36685	717.00	21.00	18.23	30.09	100975.27	52481	0	
116	1:09:02	3/1/2019 	36930	301.00	6.00	11.00	30.09	100975.00	1848	0	
117	1:09:03	3/1/2019 	37132	642.00	10.00	14.73	30.09	100975.00	1848	0	
118	1:09:03	3/1/2019 	37283	61.00	6.00	5.89	30.09	100975.00	1849	0	
119	1:09:03	3/1/2019 	37735	742.00	27.00	19.56	30.09	100975.00	54513	0	
120	1:09:04	3/1/2019 	38167	66.00	5.00	5.93	30.09	100975.00	1848	0	
121	1:09:04	3/1/2019 	38236	405.00	6.00	12.02	30.09	100975.00	1848	0	
122	1:09:04	3/1/2019 	38252	150.00	1.00	7.97	30.09	100975.00	1846	0	
123	1:09:04	3/1/2019 	38768	220.00	6.00	9.70	30.09	100975.16	52473	0	
124	1:09:04	3/1/2019 	38846	736.00	25.00	19.17	30.09	100975.16	1847	0	
125	1:09:05	3/1/2019 	39294	82.00	5.00	6.17	30.09	100975.00	1848	0	
126	1:09:05	3/1/2019 	39301	196.00	6.00	9.18	30.09	100975.00	3825	0	
127	1:09:05	3/1/2019 	39613	172.00	5.00	8.59	30.09	100975.44	52482	0	
128	1:09:06	3/1/2019 	39998	136.00	0.00	7.58	30.09	100975.00	2596	0	
129	1:09:06	3/1/2019 	40037	956.00	618.00	109.03	30.09	100975.00	1835	0	
130	1:09:06	3/1/2019 	40108	647.00	11.00	15.04	30.09	100975.00	1848	0	
131	1:09:06	3/1/2019 	40186	78.00	6.00	6.10	30.09	100975.00	1847	0	
132	1:09:06	3/1/2019 	40215	860.00	66.00	24.37	30.09	100975.00	1846	0	
133	1:09:06	3/1/2019 	40351	953.00	361.00	67.86	30.09	100975.00	1849	0	
134	1:09:07	3/1/2019 	41423	946.00	230.00	48.22	30.09	100974.84	54600	0	
135	1:09:07	3/1/2019 	41679	77.00	6.00	6.08	30.09	100974.84	52485	0	
136	1:09:07	3/1/2019 	41802	177.00	6.00	8.73	30.09	100974.84	1846	0	
137	1:09:07	3/1/2019 	41897	586.00	8.00	13.67	30.09	100974.68	1847	0	
138	1:09:08	3/1/2019 	42157	66.00	5.00	5.93	30.09	100974.68	1846	0	
139	1:09:09	3/1/2019 	43248	71.00	5.00	5.99	30.09	100974.68	52482	0	
140	1:09:09	3/1/2019 	43597	77.00	5.00	6.08	30.09	100974.84	52485	0	
141	1:09:10	3/1/2019 	44082	77.00	5.00	6.08	30.09	100974.68	3824	0	
142	1:09:10	3/1/2019 	44145	81.00	5.00	6.15	30.09	100974.68	1848	0	
143	1:09:10	3/1/2019 	44162	227.00	6.00	9.83	30.09	100974.68	1847	0	
144	1:09:10	3/1/2019 	44243	807.00	48.00	22.31	30.09	100974.68	1846	0	
145	1:09:10	3/1/2019 	44444	935.00	127.00	35.27	30.09	100974.68	1847	0	
146	1:09:10	3/1/2019 	44688	845.00	55.00	23.08	30.09	100974.68	52483	0	
147	1:09:10	3/1/2019 	44828	185.00	6.00	8.93	30.09	100974.68	1848	0	
148	1:09:10	3/1/2019 	44922	123.00	5.00	7.23	30.09	100974.52	3823	0	
149	1:09:10	3/1/2019 	44992	92.00	6.00	6.39	30.09	100974.52	1846	0	
150	1:09:11	3/1/2019 	45442	785.00	41.00	21.56	30.09	100974.52	1846	0	
151	1:09:11	3/1/2019 	45612	104.00	5.00	6.69	30.09	100974.52	52486	0	
152	1:09:11	3/1/2019 	45831	147.00	6.00	7.92	30.09	100974.52	1847	0	
153	1:09:11	3/1/2019 	45868	200.00	5.00	9.26	30.09	100974.52	1846	0	
154	1:09:12	3/1/2019 	46018	946.00	151.00	39.45	30.09	100974.52	1847	1	
155	1:09:12	3/1/2019 	46083	356.00	6.00	11.61	30.09	100974.52	3827	0	
156	1:09:12	3/1/2019 	46323	215.00	5.00	9.58	30.09	100974.52	1847	0	
157	1:09:12	3/1/2019 	46391	952.00	297.00	56.58	30.09	100974.52	1847	0	
158	1:09:12	3/1/2019 	46641	201.00	6.00	9.30	30.09	100974.68	52485	0	
159	1:09:12	3/1/2019 	46768	634.00	10.00	14.65	30.09	100974.68	1848	0	
160	1:09:13	3/1/2019 	47318	946.00	154.00	39.91	30.09	100974.68	1848	0	
161	1:09:13	3/1/2019 	47625	239.00	6.00	10.06	30.09	100974.52	52485	0	
162	1:09:13	3/1/2019 	47939	99.00	5.00	6.56	30.09	100974.52	3824	0	
163	1:09:15	3/1/2019 	49269	62.00	5.00	5.90	30.09	100974.11	52480	0	
164	1:09:15	3/1/2019 	49562	724.00	22.00	18.50	30.09	100974.11	52486	0	
165	1:09:15	3/1/2019 	49767	80.00	5.00	6.13	30.09	100974.11	2600	0	
166	1:09:16	3/1/2019 	50009	245.00	6.00	10.16	30.09	100974.11	1847	0	
167	1:09:16	3/1/2019 	50108	128.00	6.00	7.37	30.09	100974.11	1847	0	
168	1:09:16	3/1/2019 	50452	73.00	5.00	6.01	30.09	100974.11	1846	0	
169	1:09:16	3/1/2019 	50616	709.00	19.00	17.71	30.09	100974.11	52484	0	
170	1:09:17	3/1/2019 	51292	553.00	7.00	13.17	30.09	100974.68	3964	0	
171	1:09:17	3/1/2019 	51310	149.00	9.00	7.99	30.09	100974.68	1849	0	
172	1:09:17	3/1/2019 	51351	141.00	5.00	7.75	30.09	100974.68	1847	0	
173	1:09:17	3/1/2019 	51366	733.00	24.00	18.96	30.09	100974.68	1848	0	
174	1:09:17	3/1/2019 	51419	609.00	8.00	13.93	30.09	100974.68	1847	0	
175	1:09:17	3/1/2019 	51551	90.00	5.00	6.34	30.09	100974.84	52481	0	
176	1:09:17	3/1/2019 	51581	772.00	36.00	20.96	30.09	100974.84	1847	0	
177	1:09:17	3/1/2019 	51775	535.00	7.00	13.00	30.09	100974.84	3824	0	
178	1:09:18	3/1/2019 	52148	910.00	104.00	30.78	30.09	100974.44	1848	0	
179	1:09:18	3/1/2019 	52421	151.00	6.00	8.03	30.09	100974.44	1849	0	
180	1:09:18	3/1/2019 	52480	837.00	56.00	23.18	30.09	100974.44	1845	0	
181	1:09:18	3/1/2019 	52671	131.00	6.00	7.46	30.09	100974.28	52482	0	
182	1:09:18	3/1/2019 	52674	177.00	6.00	8.73	30.09	100974.28	1847	0	
183	1:09:18	3/1/2019 	52771	953.00	604.00	105.68	30.09	100974.28	1847	0	
184	1:09:18	3/1/2019 	52870	734.00	25.00	19.16	30.09	100974.28	3829	0	
185	1:09:19	3/1/2019 	53975	132.00	6.00	7.49	30.09	100974.28	52486	0	
186	1:09:20	3/1/2019 	54659	397.00	6.00	11.96	30.09	100974.44	52485	0	
187	1:09:20	3/1/2019 	54993	359.00	6.00	11.64	30.09	100974.44	1847	0	
188	1:09:21	3/1/2019 	55240	869.00	74.00	25.47	30.09	100974.44	1846	0	
189	1:09:21	3/1/2019 	55317	143.00	6.00	7.81	30.09	100974.44	1849	0	
190	1:09:21	3/1/2019 	55350	759.00	33.00	20.54	30.09	100974.44	1846	0	
191	1:09:21	3/1/2019 	55620	82.00	6.00	6.17	30.09	100974.59	54465	0	
192	1:09:22	3/1/2019 	56035	135.00	6.00	7.58	30.09	100974.59	1845	0	
193	1:09:22	3/1/2019 	56152	652.00	11.00	15.09	30.09	100974.76	1847	0	
194	1:09:22	3/1/2019 	56675	134.00	6.00	7.55	30.09	100974.59	52483	0	
195	1:09:22	3/1/2019 	56828	949.00	146.00	38.64	30.09	100974.59	1848	0	
196	1:09:23	3/1/2019 	57217	939.00	130.00	35.83	30.09	100974.76	1849	0	
197	1:09:23	3/1/2019 	57551	67.00	6.00	5.94	30.09	100974.76	52487	0	
198	1:09:23	3/1/2019 	57576	560.00	8.00	13.38	30.09	100974.92	3828	0	
199	1:09:23	3/1/2019 	57778	223.00	6.00	9.76	30.09	100974.92	1846	0	
200	1:09:23	3/1/2019 	57801	109.00	5.00	6.83	30.09	100974.92	1846	0	
201	1:09:24	3/1/2019 	58015	173.00	6.00	8.63	30.09	100974.92	1847	0	
202	1:09:24	3/1/2019 	58073	569.00	7.00	13.33	30.09	100974.92	1847	0	
203	1:09:24	3/1/2019 	58222	62.00	5.00	5.90	30.09	100974.92	1847	0	
204	1:09:24	3/1/2019 	58239	691.00	16.00	16.80	30.09	100974.92	1847	0	
205	1:09:24	3/1/2019 	58468	953.00	554.00	95.21	30.09	100974.92	1847	0	
206	1:09:24	3/1/2019 	58554	413.00	6.00	12.08	30.09	100974.92	54466	0	
207	1:09:24	3/1/2019 	58764	598.00	8.00	13.81	30.09	100974.92	1848	0	
208	1:09:24	3/1/2019 	58807	634.00	10.00	14.65	30.09	100974.92	1845	0	
209	1:09:25	3/1/2019 	59692	101.00	5.00	6.61	30.09	100975.25	52484	0	
210	1:09:26	3/1/2019 	60133	582.00	8.00	13.63	30.09	100975.25	2599	0	
211	1:09:26	3/1/2019 	60164	931.00	125.00	34.89	30.09	100975.25	1846	0	
212	1:09:26	3/1/2019 	60324	59.00	5.00	5.88	30.09	100975.25	1849	0	
213	1:09:26	3/1/2019 	60948	73.00	6.00	6.02	30.09	100975.25	54603	0	
214	1:09:27	3/1/2019 	61318	114.00	6.00	6.97	30.09	100975.25	1846	0	
215	1:09:27	3/1/2019 	61393	950.00	252.00	50.47	30.09	100975.25	1847	0	
216	1:09:27	3/1/2019 	61459	274.00	6.00	10.63	30.09	100975.25	1849	0	
217	1:09:27	3/1/2019 	61667	535.00	7.00	13.00	30.09	100975.25	52482	0	
218	1:09:27	3/1/2019 	61830	948.00	244.00	49.61	30.09	100975.25	1847	0	
219	1:09:27	3/1/2019 	61919	144.00	6.00	7.84	30.09	100975.25	1848	0	
220	1:09:28	3/1/2019 	62058	521.00	7.00	12.89	30.09	100975.25	3827	0	
221	1:09:28	3/1/2019 	62361	119.00	5.00	7.11	30.09	100975.41	1849	0	
