################################################################################################
### CosmicWatch: The Desktop Muon Detector
### Device ID: KatherineJohnson
### Launch time: 22:56:39 2/1/2019
### Questions? Email Spencer N. Axani (saxani@mit.edu)
### Event Time Date TimeStamp[ms] ADC1 ADC2 SiPM[mV] Temp[C] Pressure[Pa] DeadTime[us] Coincident
################################################################################################
1	22:56:40	2/1/2019 	257	421.00	6.00	12.13	29.44	101062.91	50623	0	
2	22:56:40	2/1/2019 	577	296.00	6.00	10.94	29.44	101063.56	56617	0	
3	22:56:40	2/1/2019 	933	68.00	5.00	5.95	29.44	101064.39	1846	0	
4	22:56:41	2/1/2019 	1182	156.00	6.00	8.17	29.44	101064.39	1846	0	
5	22:56:41	2/1/2019 	1972	661.00	14.00	15.95	29.44	101064.61	52479	0	
6	22:56:42	2/1/2019 	2402	62.00	5.00	5.90	29.44	101065.60	1848	0	
7	22:56:42	2/1/2019 	2638	944.00	184.00	43.80	29.44	101066.42	52482	1	
8	22:56:42	2/1/2019 	2910	769.00	40.00	21.39	29.44	101066.42	1847	0	
9	22:56:43	2/1/2019 	3022	72.00	5.00	6.00	29.44	101066.42	1847	0	
10	22:56:43	2/1/2019 	3114	734.00	33.00	20.36	29.44	101066.42	3890	0	
11	22:56:43	2/1/2019 	3420	253.00	5.00	10.27	29.44	101066.52	1849	0	
12	22:56:44	2/1/2019 	4323	510.00	6.00	12.69	29.44	101067.24	52478	0	
13	22:56:44	2/1/2019 	4331	591.00	8.00	13.73	29.44	101067.24	1847	0	
14	22:56:44	2/1/2019 	4906	254.00	5.00	10.29	29.44	101067.73	52478	0	
15	22:56:45	2/1/2019 	5022	123.00	5.00	7.23	29.44	101067.73	1847	0	
16	22:56:45	2/1/2019 	5058	344.00	6.00	11.50	29.44	101067.73	1849	0	
17	22:56:45	2/1/2019 	5597	931.00	130.00	35.83	29.43	101067.80	54464	1	
18	22:56:45	2/1/2019 	5833	932.00	131.00	36.01	29.43	101067.80	1849	0	
19	22:56:46	2/1/2019 	6090	190.00	6.00	9.05	29.43	101068.29	1847	0	
20	22:56:46	2/1/2019 	6834	125.00	5.00	7.28	29.43	101068.36	52478	0	
21	22:56:46	2/1/2019 	6963	196.00	5.00	9.17	29.43	101068.36	1848	0	
22	22:56:47	2/1/2019 	7066	537.00	6.00	12.89	29.43	101068.36	1847	0	
23	22:56:47	2/1/2019 	7477	696.00	20.00	17.80	29.43	101068.45	1848	0	
24	22:56:47	2/1/2019 	7851	423.00	6.00	12.14	29.43	101068.94	54466	0	
25	22:56:47	2/1/2019 	7898	945.00	146.00	38.64	29.43	101068.94	1847	1	
26	22:56:48	2/1/2019 	8291	223.00	9.00	9.80	29.43	101069.17	1848	0	
27	22:56:48	2/1/2019 	8905	797.00	55.00	22.98	29.43	101069.83	52480	0	
28	22:56:48	2/1/2019 	8940	82.00	5.00	6.17	29.43	101069.83	1848	0	
29	22:56:49	2/1/2019 	9241	86.00	5.00	6.25	29.43	101069.83	1847	0	
30	22:56:49	2/1/2019 	9453	908.00	112.00	32.34	29.42	101070.05	1848	0	
31	22:56:49	2/1/2019 	9482	314.00	6.00	11.16	29.42	101070.05	3834	0	
32	22:56:50	2/1/2019 	10032	199.00	6.00	9.25	29.42	101070.12	52479	0	
33	22:56:50	2/1/2019 	10100	97.00	5.00	6.51	29.42	101070.12	2604	0	
34	22:56:50	2/1/2019 	10225	102.00	5.00	6.64	29.42	101070.12	1847	0	
35	22:56:50	2/1/2019 	10295	368.00	6.00	11.73	29.42	101070.12	1847	0	
36	22:56:50	2/1/2019 	10585	628.00	10.00	14.58	29.42	101070.20	52478	0	
37	22:56:50	2/1/2019 	10842	85.00	5.00	6.23	29.42	101070.20	1847	0	
38	22:56:51	2/1/2019 	11328	939.00	269.00	52.52	29.42	101070.38	1852	1	
39	22:56:51	2/1/2019 	11755	157.00	6.00	8.20	29.42	101070.44	54613	0	
40	22:56:52	2/1/2019 	12174	551.00	7.00	13.15	29.41	101070.66	1846	0	
41	22:56:52	2/1/2019 	12551	393.00	6.00	11.93	29.41	101070.66	52481	0	
42	22:56:52	2/1/2019 	12611	74.00	5.00	6.03	29.41	101070.66	1847	0	
43	22:56:53	2/1/2019 	13010	411.00	6.00	12.06	29.41	101070.56	1847	0	
44	22:56:53	2/1/2019 	13089	677.00	16.00	16.65	29.41	101070.56	1847	0	
45	22:56:53	2/1/2019 	13271	210.00	6.00	9.49	29.41	101070.45	1845	0	
46	22:56:53	2/1/2019 	13406	150.00	6.00	8.01	29.41	101070.45	3833	0	
47	22:56:53	2/1/2019 	13751	704.00	22.00	18.31	29.41	101070.45	52478	0	
48	22:56:53	2/1/2019 	13942	477.00	6.00	12.47	29.41	101070.52	1847	0	
49	22:56:54	2/1/2019 	14113	56.00	5.00	5.88	29.41	101070.52	1847	0	
50	22:56:54	2/1/2019 	14117	761.00	45.00	21.84	29.41	101070.52	1848	0	
51	22:56:55	2/1/2019 	15063	815.00	59.00	23.45	29.40	101071.23	52478	0	
52	22:56:55	2/1/2019 	15312	89.00	5.00	6.32	29.40	101071.23	1848	0	
53	22:56:55	2/1/2019 	15482	301.00	6.00	11.00	29.40	101071.23	3833	0	
54	22:56:55	2/1/2019 	15697	428.00	6.00	12.18	29.40	101071.30	52476	0	
55	22:56:55	2/1/2019 	15895	164.00	5.00	8.38	29.40	101071.30	1846	0	
56	22:56:56	2/1/2019 	16131	137.00	5.00	7.63	29.40	101071.55	1847	0	
57	22:56:56	2/1/2019 	16252	721.00	27.00	19.39	29.40	101071.55	1848	0	
58	22:56:56	2/1/2019 	16647	169.00	6.00	8.52	29.40	101071.62	52481	1	
59	22:56:56	2/1/2019 	16676	200.00	5.00	9.26	29.40	101071.62	1855	0	
60	22:56:57	2/1/2019 	17141	134.00	5.00	7.54	29.40	101071.62	3896	0	
61	22:56:57	2/1/2019 	17928	97.00	5.00	6.51	29.39	101071.73	52483	0	
62	22:56:58	2/1/2019 	18960	598.00	8.00	13.81	29.39	101072.49	52479	0	
63	22:56:59	2/1/2019 	19358	736.00	34.00	20.50	29.39	101072.49	1847	0	
64	22:57:00	2/1/2019 	20382	80.00	5.00	6.13	29.38	101072.61	52479	0	
65	22:57:00	2/1/2019 	20497	149.00	5.00	7.97	29.38	101072.61	2605	0	
66	22:57:00	2/1/2019 	20571	145.00	6.00	7.87	29.38	101072.71	52479	0	
67	22:57:00	2/1/2019 	20904	911.00	118.00	33.51	29.38	101072.71	1847	0	
68	22:57:01	2/1/2019 	21553	188.00	5.00	8.99	29.38	101072.61	54605	0	
69	22:57:02	2/1/2019 	22487	216.00	5.00	9.60	29.37	101072.73	1848	0	
70	22:57:02	2/1/2019 	22620	904.00	110.00	31.94	29.37	101072.73	52481	0	
71	22:57:03	2/1/2019 	23782	122.00	5.00	7.20	29.37	101072.55	52480	0	
72	22:57:03	2/1/2019 	23976	656.00	13.00	15.65	29.37	101072.78	1849	0	
73	22:57:04	2/1/2019 	24212	553.00	6.00	13.02	29.37	101072.78	1848	0	
74	22:57:04	2/1/2019 	24283	451.00	6.00	12.32	29.37	101072.78	1849	0	
75	22:57:04	2/1/2019 	24406	616.00	9.00	14.22	29.37	101072.78	3834	0	
76	22:57:05	2/1/2019 	25595	73.00	5.00	6.01	29.36	101073.49	103115	0	
77	22:57:06	2/1/2019 	26420	561.00	7.00	13.25	29.36	101073.55	1848	0	
78	22:57:06	2/1/2019 	26472	161.00	5.00	8.30	29.36	101073.55	1849	0	
79	22:57:06	2/1/2019 	26747	731.00	30.00	19.94	29.35	101073.78	52483	0	
80	22:57:07	2/1/2019 	27633	299.00	6.00	10.97	29.35	101074.05	52483	0	
81	22:57:07	2/1/2019 	27786	617.00	10.00	14.44	29.35	101074.05	1849	0	
82	22:57:08	2/1/2019 	28078	94.00	5.00	6.44	29.35	101074.27	3834	0	
83	22:57:08	2/1/2019 	28193	153.00	5.00	8.08	29.35	101074.27	1848	0	
84	22:57:08	2/1/2019 	28438	450.00	6.00	12.31	29.35	101074.33	1847	0	
85	22:57:08	2/1/2019 	28685	741.00	35.00	20.66	29.35	101074.33	52480	0	
86	22:57:09	2/1/2019 	29413	726.00	30.00	19.89	29.35	101074.98	1848	0	
87	22:57:09	2/1/2019 	29720	65.00	5.00	5.92	29.34	101075.21	52486	0	
88	22:57:09	2/1/2019 	29951	192.00	5.00	9.08	29.34	101075.21	2603	0	
89	22:57:09	2/1/2019 	29957	65.00	5.00	5.92	29.34	101075.21	3976	0	
90	22:57:10	2/1/2019 	30191	103.00	6.00	6.67	29.34	101075.47	1847	0	
91	22:57:10	2/1/2019 	30905	183.00	0.00	8.81	29.34	101075.53	52479	0	
92	22:57:10	2/1/2019 	30949	165.00	6.00	8.42	29.34	101075.53	1834	0	
93	22:57:11	2/1/2019 	31108	445.00	6.00	12.28	29.34	101075.53	1846	0	
94	22:57:11	2/1/2019 	31558	131.00	6.00	7.46	29.34	101075.59	52480	0	
95	22:57:11	2/1/2019 	31564	340.00	6.00	11.45	29.34	101075.59	1848	0	
96	22:57:13	2/1/2019 	33132	937.00	176.00	42.88	29.33	101076.24	54518	0	
97	22:57:13	2/1/2019 	33196	136.00	6.00	7.61	29.33	101076.24	1849	0	
98	22:57:13	2/1/2019 	33217	473.00	6.00	12.45	29.33	101076.24	1847	0	
99	22:57:13	2/1/2019 	33237	123.00	5.00	7.23	29.33	101076.24	1847	0	
100	22:57:13	2/1/2019 	33864	885.00	100.00	29.94	29.33	101076.30	52480	0	
101	22:57:14	2/1/2019 	34276	104.00	5.00	6.69	29.33	101076.37	1848	0	
102	22:57:14	2/1/2019 	34292	140.00	5.00	7.72	29.33	101076.37	1848	0	
103	22:57:14	2/1/2019 	34364	349.00	6.00	11.55	29.33	101076.37	1847	0	
104	22:57:14	2/1/2019 	34473	510.00	6.00	12.69	29.33	101076.37	3833	0	
105	22:57:14	2/1/2019 	34684	345.00	6.00	11.51	29.32	101076.59	52478	0	
106	22:57:14	2/1/2019 	34883	114.00	5.00	6.97	29.32	101076.59	1847	0	
107	22:57:15	2/1/2019 	35348	127.00	5.00	7.34	29.32	101076.52	1847	0	
108	22:57:15	2/1/2019 	35636	942.00	176.00	42.88	29.32	101076.52	52482	0	
109	22:57:15	2/1/2019 	35752	513.00	6.00	12.71	29.32	101076.58	1850	0	
110	22:57:15	2/1/2019 	35863	174.00	5.00	8.64	29.32	101076.58	1847	0	
111	22:57:16	2/1/2019 	36020	166.00	5.00	8.44	29.32	101076.58	3833	0	
112	22:57:16	2/1/2019 	36385	945.00	145.00	38.48	29.32	101076.64	1847	1	
113	22:57:16	2/1/2019 	36670	231.00	6.00	9.91	29.32	101076.64	52480	0	
114	22:57:16	2/1/2019 	36890	100.00	5.00	6.59	29.31	101076.55	1846	0	
115	22:57:17	2/1/2019 	37005	452.00	6.00	12.32	29.31	101076.55	1847	0	
116	22:57:17	2/1/2019 	37049	550.00	6.00	13.00	29.31	101076.55	1847	0	
117	22:57:17	2/1/2019 	37207	112.00	5.00	6.91	29.31	101076.55	1847	0	
118	22:57:17	2/1/2019 	37724	941.00	141.00	37.80	29.31	101076.63	54467	0	
119	22:57:17	2/1/2019 	37883	677.00	17.00	16.88	29.31	101076.63	1848	0	
120	22:57:17	2/1/2019 	37986	919.00	124.00	34.69	29.31	101076.70	1849	0	
121	22:57:18	2/1/2019 	38229	122.00	5.00	7.20	29.31	101076.70	1847	1	
122	22:57:18	2/1/2019 	38443	197.00	6.00	9.21	29.31	101076.70	1847	0	
123	22:57:19	2/1/2019 	39822	200.00	6.00	9.27	29.30	101077.34	103109	0	
124	22:57:19	2/1/2019 	39973	947.00	199.00	45.33	29.30	101077.34	2604	0	
125	22:57:20	2/1/2019 	40161	765.00	42.00	21.58	29.30	101077.34	3976	0	
126	22:57:20	2/1/2019 	40859	107.00	6.00	6.78	29.30	101076.81	52481	0	
127	22:57:21	2/1/2019 	41110	939.00	166.00	41.62	29.30	101076.81	1848	0	
128	22:57:21	2/1/2019 	41562	679.00	17.00	16.91	29.30	101076.98	52481	0	
